pubchem_id,common_name,iupac_name,smile,inchi,taste,odor,flavor_profile,fema_flavor_profile,fooddb_flavor_profile,bitter,super_sweet,bitterdb_id,flavornet_id,fooddb_id,supersweetdb_id,fema_number,cas_id,functional_groups,bond_stereo_count,undefined_atom_stereocenter_count,heavy_atom_count,hba_count,hbd_count,synthetic,natural,charge,isotope_atom_count,molecular_weight,fenoroli_and_os,exact_mass,volume3d,unknown_natural,covalently_bonded_unit_count,undefined_bond_stereocenter_count,num_rotatablebonds,defined_bond_stereocenter_count,xlogp,topological_polor_surfacearea,defined_atom_stereocenter_count,atom_stereo_count,complexity,monoisotopic_mass,has_odor,one_tag,has_bitter,no_sweet,has_sweet,fruity,green,floral,woody,herbal,only_sweet,sweet_and_something_else
196,adipic acid,hexanedioic acid,C(CCC(=O)O)CC(=O)O,"InChI=1S/C6H10O4/c7-5(8)3-1-2-4-6(9)10/h1-4H2,(H,7,8)(H,9,10)",tart taste@sour tasting,odorless,['odorless'],,odorless,0,,,0,FDB008309,,2011,124-04-9@25666-61-9,carboxylic acid derivative@carboxylic acid,0,0,10,4,2,0,1,0,0,146.142,1,146.058,113.1,0,1,0,5,0,0.1,74.6,0,0,114.0,146.058,0,1,0,1,0,0,0,0,0,0,0,0
262,"2,3-butanediol","butane-2,3-diol",CC(C(C)O)O,"InChI=1S/C4H10O2/c1-3(5)4(2)6/h3-6H,1-2H3",sweet taste,odorless,"['onion', 'fruit', 'creamy', 'fruity', 'buttery']",,onion@fruit@creamy@fruity@buttery,0,,,1,FDB011934,,,513-85-9,"hydroxy compound@alcohol@secondary alcohol@1,2-diol",0,2,6,2,2,0,1,0,0,90.122,1,90.068,74.6,0,1,0,1,0,-0.9,40.5,0,2,30.5,90.068,0,0,0,1,0,1,0,0,0,0,0,0
294,cellobiose,"2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2",sweet,odorless,['sweet'],,,0,Sweet,,0,,112.0,,63-42-3@69-79-4@528-50-7,"hemiacetal@acetal@hydroxy compound@alcohol@primary alcohol@secondary alcohol@1,2-diol@heterocyclic compound",0,10,23,11,8,0,1,0,0,342.297,0,342.116,,1,1,0,4,0,-4.7,190.0,0,10,382.0,342.116,0,1,0,0,1,0,0,0,0,0,1,0
311,citric acid,"2-hydroxypropane-1,2,3-tricarboxylic acid",C(C(=O)O)C(CC(=O)O)(C(=O)O)O,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)","strongly acidic taste@pleasant, sweet, tart taste",odorless,['odorless'],,odorless,0,,,0,FDB012586,,2306,"3458-72-8@77-92-9, 5949-29-1@6018-92-4@77-92-9",hydroxy compound@alcohol@tertiary alcohol@carboxylic acid derivative@carboxylic acid@alpha-hydroxyacid,0,0,13,7,4,0,1,0,0,192.123,1,192.027,132.7,0,1,0,5,0,-1.7,132.0,0,0,227.0,192.027,0,1,0,1,0,0,0,0,0,0,0,0
453,Hexitol,"hexane-1,2,3,4,5,6-hexol",C(C(C(C(C(CO)O)O)O)O)O,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2","sweet taste, approx 60% as sweet as sugar (wt/wt)",odorless,['sweet'],,,0,Sweet,,0,,9971.0,,,"hydroxy compound@alcohol@primary alcohol@secondary alcohol@1,2-diol",0,4,12,6,6,0,0,0,0,182.172,0,182.079,131.1,0,1,0,5,0,-3.1,121.0,0,4,105.0,182.079,0,1,0,0,1,0,0,0,0,0,1,0
602,Dl-Alanine,2-aminopropanoic acid,CC(C(=O)O)N,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)",sweet taste,odorless,['odorless'],,odorless,0,,,0,FDB000557,,3818,302-72-7,amine@primary amine@primary aliphatic amine (alkylamine)@carboxylic acid derivative@carboxylic acid@alpha-aminoacid,0,1,6,3,2,0,1,0,0,89.094,1,89.048,68.8,0,1,0,1,0,-3.0,63.3,0,1,61.8,89.048,0,1,0,1,0,0,0,0,0,0,0,0
750,glycine,2-aminoacetic acid,C(C(=O)O)N,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",sweet,odorless,"['oily', 'odorless', 'sweet', 'fatty', 'waxy']",,fatty@odorless@waxy@oily,0,Sweet,,0,FDB000484,20013.0,3287,56-40-6@18875-39-3@25718-94-9,amine@primary amine@primary aliphatic amine (alkylamine)@carboxylic acid derivative@carboxylic acid@alpha-aminoacid,0,0,5,3,2,0,1,0,0,75.067,1,75.032,56.2,1,1,0,1,0,-3.2,63.3,0,0,42.9,75.032,0,0,0,0,1,0,0,0,0,0,0,1
785,hydroquinone,"benzene-1,4-diol",C1=CC(=CC=C1O)O,"InChI=1S/C6H6O2/c7-5-1-2-6(8)4-3-5/h1-4,7-8H",a slightly bitter taste in aqueous solutions,odorless,[],,,0,,,0,,,,123-31-9,hydroxy compound@phenol or hydroxyhetarene@aromatic compound,0,0,8,2,2,0,1,0,0,110.112,1,110.037,86.6,0,1,0,0,0,0.6,40.5,0,0,54.9,110.037,0,0,0,1,0,0,0,0,0,0,0,0
936,nicotinamide,pyridine-3-carboxamide,C1=CC(=CN=C1)C(=O)N,"InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)",bitter taste,odorless,['odorless'],,odorless,0,,,0,FDB012485,,,98-92-0@11032-50-1,carboxylic acid derivative@carboxylic acid amide@primary carboxylic acid amide@aromatic compound@heterocyclic compound,0,0,9,2,1,0,0,0,0,122.127,0,122.048,95.2,0,1,0,1,0,-0.4,56.0,0,0,114.0,122.048,0,1,0,1,0,0,0,0,0,0,0,0
962,water,oxidane,O,InChI=1S/H2O/h1H2,tasteless,odorless,['odorless'],,odorless,0,,,0,FDB013390,,,7732-18-5,,0,0,1,1,1,0,0,0,0,18.015,0,18.011,14.7,0,1,0,0,0,-0.5,1.0,0,0,0.0,18.011,0,1,0,1,0,0,0,0,0,0,0,0
1004,Phosphoric acid,phosphoric acid,OP(=O)(O)O,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)",acid taste,odorless,['bland'],,bland,0,,,0,FDB013380,,2900,9044-08-0@8017-16-1@68891-72-5@7664-38-2,phosphoric acid derivative@phosphoric acid,0,0,5,4,3,0,1,0,0,97.994,1,97.977,58.8,1,1,0,0,0,-2.1,77.8,0,0,49.8,97.977,0,1,0,1,0,0,0,0,0,0,0,0
1110,succinic acid,butanedioic acid,C(CC(=O)O)C(=O)O,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",very acid taste@tart taste@pure aq soln are slightly bitter & taste build up is slow,odorless,"['sour', 'odorless']",Alters several flavor and/or taste characteristics,sour@odorless,0,,,0,FDB001931,,4719,110-15-6,carboxylic acid derivative@carboxylic acid,0,0,8,4,2,0,1,0,0,118.088,0,118.027,86.9,0,1,0,3,0,-0.6,74.6,0,0,92.6,118.027,0,0,0,1,0,0,0,0,0,0,0,0
1983,acetaminophen,N-(4-hydroxyphenyl)acetamide,CC(=O)NC1=CC=C(C=C1)O,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",slightly bitter taste,odorless,['bitter'],,bitter,1,,121.0,0,FDB022713,,,103-90-2,hydroxy compound@phenol or hydroxyhetarene@carboxylic acid derivative@carboxylic acid amide@secondary carboxylic acid amide@aromatic compound,0,0,11,2,2,1,0,0,0,151.165,0,151.063,120.2,0,1,0,1,0,0.5,49.3,0,0,139.0,151.063,0,1,1,1,0,0,0,0,0,0,0,0
2153,theophylline,"1,3-dimethyl-7H-purine-2,6-dione",CN1C2=C(C(=O)N(C1=O)C)NC=N2,"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",bitter,odorless,['bitter'],,bitter,1,,514.0,0,FDB000453,,,58-55-9,oxo(het)arene@aromatic compound@heterocyclic compound,0,0,13,3,1,0,0,0,0,180.167,0,180.065,130.4,0,1,0,0,0,0.0,69.3,0,0,267.0,180.065,0,1,1,1,0,0,0,0,0,0,0,0
2164,amobarbital,"5-ethyl-5-(3-methylbutyl)-1,3-diazinane-2,4,6-trione",CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,"InChI=1S/C11H18N2O3/c1-4-11(6-5-7(2)3)8(14)12-10(16)13-9(11)15/h7H,4-6H2,1-3H3,(H2,12,13,14,15,16)",slightly bitter@bitter,odorless,['bitter'],,,1,,229.0,0,,,,57-43-2,"carboxylic acid derivative@carboxylic acid imide@carboxylic acid imide, N-unsubstituted@urea@heterocyclic compound",0,0,16,3,2,0,0,0,0,226.276,0,226.132,174.4,0,1,0,4,0,2.1,75.3,0,0,303.0,226.132,0,1,1,1,0,0,0,0,0,0,0,0
2242,25548-16-7,3-amino-4-[(1-methoxy-1-oxo-3-phenylpropan-2-yl)amino]-4-oxobutanoic acid,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,"InChI=1S/C14H18N2O5/c1-21-14(20)11(7-9-5-3-2-4-6-9)16-13(19)10(15)8-12(17)18/h2-6,10-11H,7-8,15H2,1H3,(H,16,19)(H,17,18)","sweet@in the presence of moisture it hydrolyzes to form aspartylphenylalanine and a diketopiperazine derivative, with a resulting loss of sweetness.",odorless,['sweet'],,,0,Sweet,,0,,5.0,,7421-84-3@25548-16-7,amine@primary amine@primary aliphatic amine (alkylamine)@carboxylic acid derivative@carboxylic acid@carboxylic acid ester@carboxylic acid amide@secondary carboxylic acid amide@aromatic compound,0,2,21,6,3,1,0,0,0,294.307,0,294.122,225.8,0,1,0,8,0,-2.7,119.0,0,2,380.0,294.122,0,1,0,0,1,0,0,0,0,0,1,0
2519,caffeine,"1,3,7-trimethylpurine-2,6-dione",CN1C=NC2=C1C(=O)N(C(=O)N2C)C,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",bitter taste,odorless,"['odorless', 'bitter']",,odorless@bitter,1,,46.0,0,FDB002100,,2224,58-08-2@95789-13-2,oxo(het)arene@aromatic compound@heterocyclic compound,0,0,14,3,0,0,1,0,0,194.194,1,194.08,143.9,0,1,0,0,0,-0.1,58.4,0,0,293.0,194.08,0,0,1,1,0,0,0,0,0,0,0,0
2719,chloroquine,"4-N-(7-chloroquinolin-4-yl)-1-N,1-N-diethylpentane-1,4-diamine",CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,"InChI=1S/C18H26ClN3/c1-4-22(5-2)12-6-7-14(3)21-17-10-11-20-18-13-15(19)8-9-16(17)18/h8-11,13-14H,4-7,12H2,1-3H3,(H,20,21)",bitter taste,odorless,['bitter'],,,1,,87.0,0,,,,58175-86-3@54-05-7,amine@secondary amine@secondary aliphatic/aromatic amine (alkylarylamine)@tertiary amine@tertiary aliphatic amine (trialkylamine)@halogen derivative@aryl chloride@aromatic compound@heterocyclic compound,0,1,22,3,1,1,0,0,0,319.877,0,319.182,255.7,0,1,0,8,0,4.6,28.2,0,1,309.0,319.182,0,1,1,1,0,0,0,0,0,0,0,0
2955,dapsone,4-(4-aminophenyl)sulfonylaniline,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,"InChI=1S/C12H12N2O2S/c13-9-1-5-11(6-2-9)17(15,16)12-7-3-10(14)4-8-12/h1-8H,13-14H2",slightly bitter taste,odorless,['bitter'],,,1,,93.0,0,,,,80-08-0,amine@primary amine@primary aromatic amine@sulfone@aromatic compound,0,0,17,4,2,1,0,0,0,248.3,0,248.062,186.3,0,1,0,2,0,1.0,94.6,0,0,306.0,248.062,0,1,1,1,0,0,0,0,0,0,0,0
3055,Difenidol,"1,1-diphenyl-4-piperidin-1-ylbutan-1-ol",C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,"InChI=1S/C21H27NO/c23-21(19-11-4-1-5-12-19,20-13-6-2-7-14-20)15-10-18-22-16-8-3-9-17-22/h1-2,4-7,11-14,23H,3,8-10,15-18H2",slightly bitter taste,odorless,['bitter'],,,1,,62.0,0,,,,972-02-1,hydroxy compound@alcohol@tertiary alcohol@amine@tertiary amine@tertiary aliphatic amine (trialkylamine)@aromatic compound@heterocyclic compound,0,0,23,2,1,1,0,0,0,309.453,0,309.209,258.2,0,1,0,6,0,4.2,23.5,0,0,307.0,309.209,0,1,1,1,0,0,0,0,0,0,0,0
4114,methoxsalen,"9-methoxyfuro[3,2-g]chromen-7-one",COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,"InChI=1S/C12H8O4/c1-14-12-10-8(4-5-15-10)6-7-2-3-9(13)16-11(7)12/h2-6H,1H3",bitter taste,odorless,['bitter'],,bitter,1,,315.0,0,FDB012474,,,298-81-7,ether@alkyl aryl ether@oxo(het)arene@aromatic compound@heterocyclic compound,0,0,16,4,0,0,1,0,0,216.192,0,216.042,163.1,0,1,0,1,0,1.9,48.7,0,0,325.0,216.042,0,1,1,1,0,0,0,0,0,0,0,0
4754,phenacetin,N-(4-ethoxyphenyl)acetamide,CCOC1=CC=C(C=C1)NC(=O)C,"InChI=1S/C10H13NO2/c1-3-13-10-6-4-9(5-7-10)11-8(2)12/h4-7H,3H2,1-2H3,(H,11,12)",slightly bitter,odorless,['bitter'],,,1,,378.0,0,,,,62-44-2,ether@alkyl aryl ether@carboxylic acid derivative@carboxylic acid amide@secondary carboxylic acid amide@aromatic compound,0,0,13,2,1,0,0,0,0,179.219,0,179.095,145.6,0,1,0,3,0,1.6,38.3,0,0,162.0,179.095,0,1,1,1,0,0,0,0,0,0,0,0
4873,potassium chloride,potassium;chloride,[Cl-].[K+],InChI=1S/ClH.K/h1H;/q;+1/p-1,strong saline taste,odorless,['bitter'],,,1,,804.0,0,,,,14336-88-0@7447-40-7,,0,0,2,1,0,0,0,0,0,74.548,0,73.933,,0,2,0,0,0,,0.0,0,0,2.0,73.933,0,1,1,1,0,0,0,0,0,0,0,0
5344,sulfisoxazole,"4-amino-N-(3,4-dimethyl-1,2-oxazol-5-yl)benzenesulfonamide",CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,"InChI=1S/C11H13N3O3S/c1-7-8(2)13-17-11(7)14-18(15,16)10-5-3-9(12)4-6-10/h3-6,14H,12H2,1-2H3",bitter,odorless,['bitter'],,,1,,494.0,0,,,,127-69-5,amine@primary amine@primary aromatic amine@sulfonic acid derivative@sulfonamide@aromatic compound@heterocyclic compound,0,0,18,6,2,0,0,0,0,267.303,0,267.068,196.1,0,1,0,3,0,1.0,107.0,0,0,374.0,267.068,0,1,1,1,0,0,0,0,0,0,0,0
5578,trimethoprim,"5-[(3,4,5-trimethoxyphenyl)methyl]pyrimidine-2,4-diamine",COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,"InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)",bitter,odorless,['bitter'],,,1,,544.0,0,,,,738-70-5,ether@alkyl aryl ether@amine@primary amine@primary aromatic amine@aromatic compound@heterocyclic compound,0,0,21,7,2,0,0,0,0,290.323,0,290.138,219.9,0,1,0,5,0,0.9,106.0,0,0,307.0,290.138,0,1,1,1,0,0,0,0,0,0,0,0
5754,hydrocortisone,"(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,"InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1",bitter taste,odorless,['bitter'],,,1,,129.0,0,,,,50-23-7,carbonyl compound@ketone@hydroxy compound@alcohol@primary alcohol@secondary alcohol@tertiary alcohol@alkene,0,0,26,5,3,1,0,0,0,362.466,0,362.209,274.5,0,1,0,2,0,1.6,94.8,7,7,684.0,362.209,0,1,1,1,0,0,0,0,0,0,0,0
5755,prednisolone,"(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,"InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h5,7,9,14-16,18,22,24,26H,3-4,6,8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1",,odorless,['bitter'],,,1,,807.0,0,,,,50-24-8,carbonyl compound@ketone@hydroxy compound@alcohol@primary alcohol@secondary alcohol@tertiary alcohol@alkene,0,0,26,5,3,0,0,0,0,360.45,0,360.194,273.1,0,1,0,2,0,1.6,94.8,7,7,724.0,360.194,0,1,1,1,0,0,0,0,0,0,0,0
5780,D-Sorbitol,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",C(C(C(C(C(CO)O)O)O)O)O,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1","sweet taste, approx 60% as sweet as sugar (wt/wt)",odorless,"['sweet', 'caramel', 'odorless']",,caramel@sweet@odorless,0,Sweet,,0,FDB011676,143.0,3029,98201-93-5@50-70-4,"hydroxy compound@alcohol@primary alcohol@secondary alcohol@1,2-diol",0,0,12,6,6,0,1,0,0,182.172,1,182.079,131.0,0,1,0,5,0,-3.1,121.0,4,4,105.0,182.079,0,0,0,0,1,0,0,0,0,0,0,1
5865,prednisone,"(8S,9S,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione",CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,"InChI=1S/C21H26O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h5,7,9,14-15,18,22,26H,3-4,6,8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1",persistent bitter after-taste,odorless,['bitter'],,,1,,682.0,0,,,,53-03-2,carbonyl compound@ketone@hydroxy compound@alcohol@primary alcohol@tertiary alcohol@alkene,0,0,26,5,2,0,0,0,0,358.434,0,358.178,272.4,0,1,0,2,0,1.5,91.7,6,6,764.0,358.178,0,1,1,1,0,0,0,0,0,0,0,0
5950,L-alanine,(2S)-2-aminopropanoic acid,CC(C(=O)O)N,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",sweet taste,odorless,['odorless'],,odorless,0,,,0,FDB000556,,,77160-91-9@68476-85-7@130380-93-7@26336-61-8@56-41-7@18875-37-1@25191-17-7@338-69-2,amine@primary amine@primary aliphatic amine (alkylamine)@carboxylic acid derivative@carboxylic acid@alpha-aminoacid,0,0,6,3,2,0,0,0,0,89.094,0,89.048,68.8,0,1,0,1,0,-3.0,63.3,1,1,61.8,89.048,0,1,0,1,0,0,0,0,0,0,0,0
5987,Sulfamic Acid,sulfamic acid,NS(=O)(=O)O,"InChI=1S/H3NO3S/c1-5(2,3)4/h(H3,1,2,3,4)",,odorless,"['fatty', 'bland']",,fatty@bland,0,,,0,FDB013393,,,"5329-14-6@2430-22-0, 5329-14-6",sulfuric acid derivative@sulfuric acid amide,0,0,5,4,2,0,0,0,0,97.088,0,96.983,58.6,0,1,0,0,0,-1.6,88.8,0,0,92.6,96.983,0,0,0,1,0,0,0,0,0,0,0,0
6047,levodopa,"(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid",C1=CC(=C(C=C1CC(C(=O)O)N)O)O,"InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1",tasteless,odorless,['odorless'],,odorless,0,,,0,FDB000567,,,587-45-1@59-92-7,"hydroxy compound@phenol or hydroxyhetarene@1,2-diphenol@amine@primary amine@primary aliphatic amine (alkylamine)@carboxylic acid derivative@carboxylic acid@aromatic compound@alpha-aminoacid",0,0,14,5,4,0,0,0,0,197.19,0,197.069,147.5,0,1,0,3,0,-2.7,104.0,1,1,209.0,197.069,0,1,0,1,0,0,0,0,0,0,0,0
6134,beta-D-Lactose,"(2R,3R,4S,5R,6S)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5+,6+,7-,8-,9-,10-,11-,12+/m1/s1",sweet,odorless,['sweet'],,,0,Sweet,,0,,148.0,,5965-66-2@63-42-3,"hemiacetal@acetal@hydroxy compound@alcohol@primary alcohol@secondary alcohol@1,2-diol@heterocyclic compound",0,0,23,11,8,0,1,0,0,342.297,0,342.116,230.2,1,1,0,4,0,-4.7,190.0,10,10,382.0,342.116,0,1,0,0,1,0,0,0,0,0,1,0
6251,D-mannitol,"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol",C(C(C(C(C(CO)O)O)O)O)O,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1",sweetish taste,odorless,"['odorless', 'sweet']",,odorless,0,Sweet,,0,FDB001982,149.0,,69-65-8@87-78-5,"hydroxy compound@alcohol@primary alcohol@secondary alcohol@1,2-diol",0,0,12,6,6,0,1,0,0,182.172,0,182.079,131.3,0,1,0,5,0,-3.1,121.0,4,4,105.0,182.079,0,0,0,0,1,0,0,0,0,0,0,1
6282,Bromthalein,"disodium;2-hydroxy-5-[4,5,6,7-tetrabromo-1-(4-hydroxy-3-sulfonatophenyl)-3-oxo-2-benzofuran-1-yl]benzenesulfonate",C1=CC(=C(C=C1C2(C3=C(C(=C(C(=C3Br)Br)Br)Br)C(=O)O2)C4=CC(=C(C=C4)O)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],"InChI=1S/C20H10Br4O10S2.2Na/c21-15-13-14(16(22)18(24)17(15)23)20(34-19(13)27,7-1-3-9(25)11(5-7)35(28,29)30)8-2-4-10(26)12(6-8)36(31,32)33;;/h1-6,25-26H,(H,28,29,30)(H,31,32,33);;/q;2*+1/p-2",bitter,odorless,['bitter'],,,1,,496.0,0,,,,71-67-0,cation@anion@hydroxy compound@phenol or hydroxyhetarene@halogen derivative@aryl bromide@carboxylic acid derivative@carboxylic acid ester@lactone@sulfonic acid derivative@sulfonic acid@aromatic compound@heterocyclic compound,0,0,38,10,2,0,0,0,0,837.99,0,837.605,,0,3,0,2,0,,198.0,0,0,994.0,833.609,0,1,1,1,0,0,0,0,0,0,0,0
6305,L-tryptophan,(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1",flat taste@slightly bitter,odorless,['bitter'],,,1,,827.0,0,,,,153-94-6@73-22-3,amine@primary amine@primary aliphatic amine (alkylamine)@carboxylic acid derivative@carboxylic acid@aromatic compound@heterocyclic compound@alpha-aminoacid,0,0,15,3,3,0,1,0,0,204.229,0,204.09,158.4,0,1,0,3,0,-1.1,79.1,1,1,245.0,204.09,0,1,1,1,0,0,0,0,0,0,0,0
